job_number,union,public,hourly_pay_centered,avg_age_per_job_centered,tenure_centered,rotter_score_centered,rosenberg_score_centered,net_family_income_centered,urban,pay_age,pay_tenure,religion_catholic,religion_christian,religion_jewish,religion_no_religion,religion_other,ethnicity_black,ethnicity_hispanic,ethnicity_non_hispanic_or_black,gender_female,gender_male,highest_grade_advanced,highest_grade_college,highest_grade_high_school,highest_grade_other,highest_grade_primary_school
1,0,0,0.0712719847768941,3.350071225071222,-0.9964387464387464,0.3023915657404092,0.120945075597401,-1.058624112497748,1,0.2387662253547871,-0.07101816716728977,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2,0,0,-0.3337578676116681,3.446225071225076,-1.1887464387464388,0.3023915657404092,0.5946292861237161,-1.058624112497748,1,-1.1502047310819503,0.39675347652697585,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
3,0,0,0.1665030068197586,3.1096866096866087,-0.5156695156695157,0.3023915657404092,1.0683134966500312,-1.058624112497748,1,0.5177721707799614,-0.08586052488426299,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
4,0,0,0.0023413042784881,3.523148148148149,-1.3425925925925926,0.3023915657404092,1.5419977071763498,-1.058624112497748,1,0.008248761833006686,-0.0031434177813034676,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0.0313021883445321,4.340455840455842,1.0227920227920226,0.3023915657404092,2.015681917702665,-0.9163165599231552,1,0.13586576621907315,0.03201562853472086,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0.1942560028764317,5.292378917378915,3.118945868945869,0.3023915657404092,2.48936612822898,-1.2641632575930917,1,1.028076374197525,0.6058739576893835,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0.1483297657795965,9.378917378917382,-1.0541310541310542,0.3023915657404092,2.963050338755295,-0.6606154430256073,1,1.3911726180810025,-0.15635901236025843,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2,0,0,0.2262308459294191,6.523148148148149,4.657407407407407,0.3023915657404092,3.436734549281613,-0.6606154430256073,1,1.4757373236784794,1.0536492176157204,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0.1804562645444747,11.301994301994302,1.0997150997150995,0.3023915657404092,3.910418759807929,-0.4337609507400604,1,2.0395156736408295,0.19845047895774137,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0.2028423788429378,11.446225071225076,2.8112535612535616,0.3023915657404092,4.384102970334244,-0.1090203470790847,1,2.321779522218969,0.570241359895353,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
