job_number,union,public,hourly_pay_centered,avg_age_per_job_centered,tenure_centered,rotter_score_centered,rosenberg_score_centered,net_family_income_centered,urban,pay_age,pay_tenure,religion_catholic,religion_christian,religion_jewish,religion_no_religion,religion_other,ethnicity_black,ethnicity_hispanic,ethnicity_non_hispanic_or_black,gender_female,gender_male,highest_grade_advanced,highest_grade_college,highest_grade_high_school,highest_grade_other,highest_grade_primary_school
1,0,1,0.1852987842431979,-10.027534965034963,-4.126748251748252,2.3023915657404093,-6.615897029665756,0.6608155120904158,1,-1.8580900379771366,-0.7646814339266934,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0.3241970917588244,-9.450611888111888,-3.280594405594406,2.3023915657404093,-6.473039886808614,-0.8399477492449812,1,-3.0638608894672466,-1.0635591655339756,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,-1.0008693954492305,-5.9313811188811165,-6.319055944055944,2.3023915657404093,-6.187325601094329,0.2486208355079036,1,5.936537834633524,6.324549702537139,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,-1.1735533331244676,-5.344842657342657,-5.492132867132868,2.3023915657404093,-6.044468458237184,0.2486208355079036,1,6.272457915550311,6.445310832186217,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,-0.5945927831943107,-3.402534965034963,-5.376748251748252,2.3023915657404093,-5.901611315380041,0.2486208355079036,1,2.0231227347760954,3.1969757075421374,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0.123550777174751,-3.008304195804193,-4.16520979020979,2.3023915657404093,-5.615897029665756,0.2486208355079036,1,-0.3716783213696724,-0.5146149066763012,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0.1203609818066508,-2.5467657342657333,-3.0882867132867133,2.3023915657404093,-5.434078847847573,0.2486208355079036,1,-0.3065312242077596,-0.3717092209116235,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0.040402346603634,-2.01791958041958,-2.145979020979021,2.3023915657404093,-5.252260666029393,0.2486208355079036,1,-0.08152868630637157,-0.08670258820972157,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0.3381429515966356,1.2897727272727266,-4.761363636363637,2.3023915657404093,-5.07044248421121,0.2486208355079036,1,0.4361275568888423,-1.61002155362489,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0.3616671585315529,1.7801573426573398,-3.742132867132868,2.3023915657404093,-4.88862430239303,0.252307171940096,1,0.6438244478579601,-1.3534065609034776,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,-0.0401717712171585,2.212849650349653,-2.607517482517483,2.3023915657404093,-4.706806120574846,0.2466535465207737,1,-0.08889408989181545,0.10474859575243342,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,-0.1216880879759614,3.722465034965033,0.3732517482517483,2.3023915657404093,-4.5249879387566665,1.3300793156603898,1,-0.45297965266226514,-0.04542029157844014,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0.3324464761355798,4.77054195804196,2.2770979020979025,2.3023915657404093,-4.343169756938483,0.2486208355079036,1,1.5859498632079787,0.7570131733681692,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
