job_number,union,public,hourly_pay_centered,avg_age_per_job_centered,tenure_centered,rotter_score_centered,rosenberg_score_centered,net_family_income_centered,urban,pay_age,pay_tenure,religion_catholic,religion_christian,religion_jewish,religion_no_religion,religion_other,ethnicity_black,ethnicity_hispanic,ethnicity_non_hispanic_or_black,gender_female,gender_male,highest_grade_advanced,highest_grade_college,highest_grade_high_school,highest_grade_other,highest_grade_primary_school
1,1,1,-0.5533031639929664,27.60096153846154,-3.601923076923077,-1.6976084342595907,0.3841029703342435,-0.4906683958819133,1,-15.271699348478943,1.9929554349208194,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-0.1595148982998857,-2.610946745562132,0.4526627218934917,-1.6976084342595907,-3.615897029665757,1.215260773023191,1,0.41648490458476095,-0.07220644804698977,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,-0.0007755918777192505,2.6775147928994087,-2.1242603550295858,-1.6976084342595907,-3.615897029665757,1.2478160328716204,1,-0.0020766587258459228,0.0016475590775219583,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0.3610678246126486,7.475591715976336,8.279585798816568,-1.6976084342595907,-3.615897029665757,1.6056114353134774,1,2.699195638579912,2.989492033072476,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0.6683528770701574,9.187130177514796,10.856508875739644,-1.6976084342595907,-3.615897029665757,1.7507959057812368,1,6.14024488616008,7.255978942038292,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,1,-0.6995222953548312,-11.657967032967033,-6.398351648351649,5.302391565740409,-2.6158970296657564,0.7415528689091335,1,8.15500785807205,4.475789631542313,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0.0562401418196909,1.7747252747252773,0.7362637362637363,5.302391565740409,-2.6158970296657564,0.7496100159512107,1,0.09981080114153949,0.04140757694416803,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,-0.9734441689900172,3.697802197802197,4.89010989010989,5.302391565740409,-2.6158970296657564,0.739595502862473,1,-3.5996039875290187,-4.760248958247885,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,-0.1420914664500694,-2.29326923076923,-0.7467948717948718,0.3023915657404092,1.3841029703342436,-3.2349586819992657,1,0.3258539879648225,0.1061131784707249,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,-0.0609022815214101,-11.892976588628764,-3.25752508361204,1.3023915657404093,-4.090897029665758,0.0225838209708673,1,0.7243094083282086,0.19839070970519543,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,-0.0955906326974593,-11.373745819397996,-2.2959866220735785,1.1284785222621476,-3.615897029665757,-0.186466735798982,1,1.087223559016337,0.21947481386891574,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,-0.3265276864088893,-10.88336120401338,-1.2767558528428091,0.9545654787838878,-3.782563696332424,-0.0778357073237465,1,3.5537187542987527,0.41689613473777076,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,-0.3942793905530557,-10.373745819397996,-0.2959866220735785,0.7806524353056261,-3.9492303629990886,-0.1581827839192762,1,4.090154179424552,0.11670142496302817,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,-0.5011130959940306,-9.796822742474916,0.5501672240802673,0.6067393918273662,-4.115897029665756,-0.0282832474243726,1,4.909316175386335,-0.2756960009733044,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,0,-0.8693268943907837,-5.681438127090303,-3.680602006688963,0.4328263483491046,-4.282563696332424,-0.6729825455702301,1,4.939026962696803,3.1996463119634027,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0.138708812718078,-4.556438127090303,-3.930602006688963,0.2589133048708438,-4.449230362999089,-0.0019783968139641,1,-0.6320181228320789,-0.5452091376151209,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0.4615054504094926,-4.123745819397996,-2.7959866220735785,0.0850002613925831,-4.615897029665756,0.1050943095337775,1,-1.9031311717555344,-1.2903630653589826,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,-0.0466249118666644,-2.50836120401338,-4.026755852842809,-0.0889127820856776,-4.53897395274268,-0.0098786408410429,1,0.11695212006688403,0.187747136747371,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0.4469241833111441,-1.921822742474916,-3.1998327759197323,-0.2628258255639384,-4.462050875819603,-1.4610026876311952,1,-0.858909059649385,-1.4300826501101576,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.1717215069579376,-1.5372073578595329,-1.9690635451505012,-0.4367388690421991,-4.385127798896527,0.845912260777725,1,-0.2639715639984686,-0.33813055926918306,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.5330453375632223,-0.921822742474916,-1.1998327759197325,-0.6106519125204599,-4.30820472197345,0.6827737997564984,1,-0.4913733149359969,-0.6395652670595519,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0.093494833196849,-0.4795150501672225,-0.0844481605351168,-0.7845649559987216,-4.231281645050373,0.3870477308692877,1,-0.04483217963076315,-0.007895466683011472,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,-0.1244841912892642,0.0877926421404708,0.7809364548494981,-0.9584779994769814,-4.1543585681272965,0.5175517134675207,1,-0.010928796058004285,-0.09721424303024477,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.0,2.837792642140471,-2.7190635451505014,-1.132391042955243,-4.077435491204216,-0.0019783968139641,1,0.0,-0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,-0.2651079922991393,4.116638795986617,-1.2767558528428091,-1.3063040864335038,-4.00051241428114,0.6090296826198198,1,-1.091353846224758,0.3384781808033325,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,-0.1968175032769723,5.087792642140471,0.7809364548494981,-1.4802171299117646,-3.923589337358063,0.0391600007241947,1,-1.0013666450170378,-0.15370196326144825,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0.2650502178642453,5.962792642140471,3.030936454849498,-1.654130173390025,-3.8466662604349855,0.4619672294241805,1,1.5804394888786508,0.8033503676905428,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
