job_number,union,public,hourly_pay_centered,avg_age_per_job_centered,tenure_centered,rotter_score_centered,rosenberg_score_centered,net_family_income_centered,urban,pay_age,pay_tenure,religion_catholic,religion_christian,religion_jewish,religion_no_religion,religion_other,ethnicity_black,ethnicity_hispanic,ethnicity_non_hispanic_or_black,gender_female,gender_male,highest_grade_advanced,highest_grade_college,highest_grade_high_school,highest_grade_other,highest_grade_primary_school
1,0,1,0.1023358505672042,-6.1634615384615365,-0.2248010610079589,3.932021195370039,0.3841029703342435,0.7632497477690343,1,-0.6307430789767103,-0.02300520778665944,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,0,0.1954319064998664,-5.721153846153847,0.8905835543766578,3.8579471212959646,0.6341029703342436,-0.0829959310800916,1,-1.1180960035328895,0.17404844192925767,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0.2137491319987559,0.0096153846153868,-8.570954907161804,3.820910084258928,0.8841029703342436,-0.2193164859205243,1,0.00205528011537312,-1.832034171806313,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,0,-0.0439839444671541,0.4711538461538467,-7.494031830238727,3.746836010184854,1.3841029703342436,0.7632497477690343,1,-0.02072320460471686,0.32961707985630534,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.1815406409859985,1.9423076923076932,-4.43633952254642,3.7097989731478176,1.6341029703342436,1.0833816028980792,1,0.3526077834535742,-0.8053759205545956,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.3772572320741174,2.45192307692308,-3.455570291777189,3.67276193611078,1.884102970334244,0.7632497477690343,1,0.9250057132586544,-1.3036388835134125,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.1931712057476975,2.509615384615387,-1.5709549071618047,3.635724899073743,2.134102970334244,0.8907950491776546,1,0.48478542980912587,-0.303463253591708,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.3261945222013169,3.625,0.1982758620689644,3.598687862036705,2.384102970334244,0.97133609914896,1,1.1824551429797738,0.06467650009164005,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.3003304216874749,5.432692307692314,2.582891246684349,3.561650824999669,2.634102970334244,0.8674275756842711,1,1.6316027716675339,0.7757208172895984,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,-1.8253389505206303,6.403846153846153,4.640583554376658,3.5246137879626307,2.884102970334244,0.9381427562518088,1,-11.689189817757113,-8.470637914949185,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.2716228282294315,7.384615384615387,6.679045092838194,3.4875767509255944,3.134102970334244,0.9711858713389336,1,2.0058301161558023,1.8141811179886163,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.5207123072883997,8.45192307692308,8.544429708222811,3.450539713888558,3.384102970334244,0.9517679538169386,1,4.401020366408687,4.4491897078322475,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.40665350535133,9.41346153846154,10.621352785145888,3.41350267685152,1.776960113191386,1.0318009384082991,1,3.828017132105309,4.319210341652687,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.4115691902847596,9.730769230769234,11.986737400530505,3.376465639814484,1.776960113191386,1.0001241040448343,1,4.004884813155546,4.933371806092383,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,0.37419740890489,11.394230769230766,14.659814323607428,3.3394286027774456,1.776960113191386,0.9551354098052922,1,4.263691630310524,5.4856645349206925,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,1,0.4142035850926868,12.096153846153848,17.25596816976127,3.3023915657404093,1.776960113191386,0.9683487704985384,1,5.0102702889096165,7.147483880160407,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
