job_number,union,public,hourly_pay_centered,avg_age_per_job_centered,tenure_centered,rotter_score_centered,rosenberg_score_centered,net_family_income_centered,urban,pay_age,pay_tenure,religion_catholic,religion_christian,religion_jewish,religion_no_religion,religion_other,ethnicity_black,ethnicity_hispanic,ethnicity_non_hispanic_or_black,gender_female,gender_male,highest_grade_advanced,highest_grade_college,highest_grade_high_school,highest_grade_other,highest_grade_primary_school
1,0,0,0.2335443492750553,0.6113165680473358,3.8542899408284015,0.3857248990737414,0.8051556019131922,-2.3512197060501787,0,0.1427695300856751,0.9001476361481604,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,-0.1968542998019931,3.4959319526627226,-1.9149408284023668,0.1773915657404092,1.0683134966500312,-2.3512197060501787,0,-0.6881892366968347,0.37696433593739653,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.1665817178536883,3.7459319526627226,-0.4149408284023668,-0.0309417675929237,1.3314713913868736,-1.2965651916363186,0,-0.6240037796375774,0.06912155600289877,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,0.0,1.5920857988165693,3.8927514792899407,-0.2392751009262577,1.594629286123716,-1.2965651916363186,0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0.0162721785855231,5.688239644970416,1.7004437869822486,-0.6559417675929238,2.120945075597401,-0.9746727684962178,0,0.09256005134021113,0.02766992497641835,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.0912193980812574,6.6690088757396495,3.7389053254437874,-0.8642751009262577,2.384102970334244,-0.722170548966746,0,-0.6083429754435339,-0.3410606932697901,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.0406671189184262,6.890162721893496,5.296597633136095,-1.0726084342595907,-0.1158970296657564,-1.047249276755302,0,-0.28020306677854995,-0.21539736580980032,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.1218058887074855,8.774778106508883,5.527366863905326,-1.2809417675929238,-0.1158970296657564,-1.099697197106588,0,-1.0688196454743013,-0.6732658330702953,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.0538998261849998,15.54400887573965,-2.011094674556213,-1.4892751009262577,-0.1158970296657564,-1.099697197106588,0,-0.8378193766204612,0.10839765340015863,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,-0.0927019780414797,17.55362426035503,-2.030325443786982,-1.6976084342595907,-0.1158970296657564,-1.099697197106588,0,-1.6272556907318172,0.18821518470699836,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0.0795126250180322,19.47670118343196,-1.876479289940828,0.8023915657404093,-0.1158970296657564,-1.013891077950687,0,1.5486436377864894,-0.14920379413516838,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,0.0795126250180322,19.30362426035503,-1.5303254437869822,0.8023915657404093,-0.1158970296657564,-1.013891077950687,0,1.5348818373025988,-0.12168019316738804,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,-0.3244732835035933,-9.038919413919416,-1.7316849816849818,3.3023915657404093,2.384102970334244,-0.5011299495689805,1,2.932887861558808,0.5618855120011859,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2,1,0,0.494654267204127,3.249542124542124,-2.3086080586080584,3.3023915657404093,2.384102970334244,0.3604105267555493,1,1.6073998783643264,-1.1419628274923113,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0.2763870387628966,6.345695970695971,3.499084249084249,3.3023915657404093,2.384102970334244,0.4888869450520161,1,1.7538681182303042,0.9671015339862893,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,-0.6160377351675939,-9.398755656108596,-3.6730769230769225,2.3023915657404093,-1.6158970296657564,-0.2734756290046167,1,5.789988147782752,2.2627539887886616,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,-0.5144608289676498,-8.966063348416288,-2.5384615384615383,2.3023915657404093,-1.9016113153800407,0.5463072224115848,1,4.612688382802705,1.3059390273794187,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,-0.3858067427782536,-8.408371040723981,-1.6538461538461533,2.3023915657404093,-2.1873256010943294,0.0241343462449581,1,3.2440062432927137,0.6380649976717269,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,1,-0.0054932207228084,-7.446832579185521,0.4230769230769233,2.3023915657404093,-3.0444684582371835,-0.7068825647481471,1,0.04090709504326663,-0.0023240549211881703,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,1,-0.1837459382513078,-3.091063348416288,-4.288461538461538,2.3023915657404093,-3.330182743951472,-0.011126136103984,1,0.56797033514898,0.7879873890392622,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,1,-0.1400630464146184,-2.571832579185521,-3.3269230769230766,2.3023915657404093,-3.615897029665757,0.3062552346182574,1,0.36021870590908933,0.4659789813409419,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,1,-0.1983231868772357,3.3608597285067887,-3.192307692307692,2.3023915657404093,-2.6158970296657564,-2.0808855280627814,0,-0.6665364120048275,0.6331086350311755,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
