"","id","male","job_number","year","urban","highest_grade","family_income","employer_id","hourly_pay","hours_worked","job_satisfaction","union","cohort","tenure","avg_age_job_year","white","religious","personality_2","personality_4","personality_6","personality_8","personality_10","personality_1","personality_3","personality_5","personality_7","personality_9"
"406","1024 _97","0",2,2003,"1",16,11.910701084594,200303,2.57581320847568,30,0.75,0,"1997",0.334246575342466,21.8328767123288,"1","1",4,5,3,2,4,6,7,7,6,5
"407","1025 _97","1",1,2011,"1",16,11.6981122464182,201102,3.0337407137397,40,1,1,"1997",0.252054794520548,29.8739726027397,"1","1",3,2,6,3,1,6,6,5,6,7
"408","1026 _97","1",1,2013,"1",12,11.4813742181286,201301,3.12608048021349,40,0.5,1,"1997",1.67123287671233,32.1643835616438,"1","1",5,3,1,7,1,5,6,5,6,1
"409","1030 _97","1",1,2004,"0",14,NA,200403,NA,NA,1,1,"1997",0.589041095890411,22.7054794520548,"1","1",6,4,1,5,2,5,4,6,6,4
"410","1030 _97","1",2,2005,"1",14,NA,200502,NA,18,0.75,0,"1997",0.586301369863014,23.7068493150685,"1","1",6,4,1,5,2,5,4,6,6,4
"411","1031 _97","1",1,2000,"1",12,NA,200002,2.01623546577604,60,0.5,0,"1997",0.832876712328767,18.5835616438356,"0","1",6,6,6,2,1,7,7,7,7,6
"412","1038 _97","1",1,2006,"1",10,8.09361502788115,200602,2.20082918403966,40,0.75,0,"1997",0.83013698630137,21.5849315068493,"0","1",7,1,6,1,1,5,7,1,4,7
"413","1039 _97","0",1,2011,"1",12,9.28739400141847,201102,2.29897859739993,40,0.5,1,"1997",1.0027397260274,26.4986301369863,"0","1",2,4,3,5,2,7,7,7,7,7
"414","1040 _97","0",2,2009,"1",17,10.5764575356573,200903,2.99828900233568,40,0.75,0,"1997",0.501369863013699,26.7493150684931,"0","1",6,3,4,1,2,6,7,7,7,7
"415","1042 _97","0",1,2015,"1",13,9.22038970782918,201501,2.72266291347006,40,1,0,"1997",1.16712328767123,32.4164383561644,"0","1",4,2,6,2,2,6,7,6,6,6
"416","1045 _97","0",1,2002,"1",10,NA,200201,2.797890905102,32,0.25,0,"1997",0.747945205479452,21.6260273972603,"0","1",4,7,6,1,4,3,4,6,6,6
"417","1047 _97","0",1,2011,"1",11,NA,201102,3.09864980756068,40,0.25,1,"1997",0.501369863013699,30.7493150684931,"0","1",4,2,6,1,3,7,7,6,4,6
"418","1053 _97","1",2,2001,"1",12,8.81744592104187,200102,2.67414864942653,15,0.5,0,"1997",1.5041095890411,19.2479452054795,"0","1",3,5,6,1,2,6,6,6,7,5
"419","1054 _97","0",1,2017,"1",12,10.5119207151551,201102,2.65121173607318,37,1,0,"1997",1.33424657534247,34.3328767123288,"0","1",NA,1,1,1,1,7,7,5,7,7
"420","1057 _97","0",1,1998,"1",10,NA,9801,NA,0,0.5,0,"1997",1.25205479452055,16.3739726027397,"0","1",3,5,3,4,5,5,6,6,5,5
"421","1057 _97","0",1,1999,"1",11,NA,199901,2.26592110862245,20,1,NA,"1997",0.334246575342466,17.8328767123288,"0","1",3,5,3,4,5,5,6,6,5,5
"422","1061 _97","0",1,2005,"1",12,8.03947991910045,200502,2.59525470695687,15,0.5,0,"1997",1.24657534246575,21.3767123287671,"0","1",1,3,7,1,1,5,7,6,5,6
"423","1065 _97","1",1,2006,"1",14,10.6370806569106,200602,2.58721501236178,40,0.5,NA,"1997",2.24657534246575,24.8767123287671,"0","1",5,3,4,2,2,7,7,5,6,6
"424","1075 _97","0",1,2000,"1",12,10.6782377612977,200002,2.37954613413017,10,0.5,1,"1997",0.334246575342466,16.8328767123288,"0","1",6,1,4,1,1,6,7,7,7,6
"425","1075 _97","0",1,2007,"1",17,11.3548191385452,200702,3.10798448681566,40,1,0,"1997",1,23.5,"0","1",6,1,4,1,1,6,7,7,7,6
"426","1075 _97","0",2,2013,"1",20,11.25481513966,201302,3.11745420821902,40,1,1,"1997",1,29.5,"0","1",6,1,4,1,1,6,7,7,7,6
"427","1077 _97","0",1,2005,"1",15,12.9634205401773,200501,2.59525470695687,50,1,0,"1997",0.252054794520548,21.8739726027397,"1","1",1,1,1,2,2,7,6,7,6,7
"428","1081 _97","1",1,2015,"1",20,10.1040991553433,201502,2.94964644935864,50,0.5,1,"1997",0.838356164383562,31.5808219178082,"1","1",5,4,2,3,1,6,6,3,2,3
"429","1083 _97","0",1,2002,"1",16,9.29238108231239,200203,2.57772888874772,64,0.75,0,"1997",0.504109589041096,21.7479452054795,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","1086 _97","1",1,2003,"1",14,NA,200301,2.79600002650024,37,0.75,0,"1997",0.504109589041096,19.7479452054795,"1","1",2,1,2,3,2,6,5,5,5,6
"431","1087 _97","0",1,2005,"1",17,10.9909546300992,200502,1.5359205350757,40,0.75,1,"1997",0.747945205479452,24.6260273972603,"0","1",4,4,2,2,4,3,7,5,5,6
"432","1088 _97","0",1,2004,"1",14,11.4208211409146,200402,2.73436750941958,40,1,0,"1997",2.25479452054795,19.872602739726,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","1089 _97","1",2,1998,"1",12,NA,9803,2.52888366200156,24,0.75,0,"1997",0.747945205479452,17.6260273972603,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","1096 _97","0",1,2013,"1",12,9.7705845338719,201302,2.6300886596325,40,0.5,0,"1997",1.83287671232877,28.0835616438356,"0","1",5,5,5,1,2,7,6,7,6,5
"435","1096 _97","0",2,2013,"1",12,9.7705845338719,201301,2.432068302772,32,0.5,1,"1997",0.501369863013699,28.7493150684931,"0","1",5,5,5,1,2,7,6,7,6,5
"436","1102 _97","0",2,2013,"1",10,9.27921323626256,201302,2.94575390374775,25,1,0,"1997",0.747945205479452,29.6260273972603,"0","1",4,5,6,3,7,2,7,7,1,7
"437","1108 _97","1",2,2006,"1",16,9.09672364518921,200604,NA,20,1,0,"1997",0.252054794520548,22.8739726027397,"0","1",4,2,3,3,3,5,6,7,5,7
"438","1111 _97","1",2,2003,"0",11,NA,200201,2.37490575457367,35,1,0,"1997",0.334246575342466,18.8328767123288,"1","1",5,4,4,4,2,6,4,5,4,5
"439","1112 _97","1",1,2010,"0",16,NA,201005,3.29368640727638,40,0.75,1,"1997",0.580821917808219,28.7095890410959,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","1112 _97","1",2,2010,"0",16,NA,201004,3.20179883963254,40,0.75,1,"1997",2.75068493150685,27.6246575342466,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","1112 _97","1",3,2010,"0",16,NA,201003,3.20179883963254,40,0.5,1,"1997",1.74794520547945,28.1260273972603,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","1115 _97","1",1,2007,"0",14,NA,200702,3.27781243455817,40,0.75,0,"1997",0.923287671232877,24.5383561643836,"1","1",2,5,4,3,4,4,7,6,6,4
"443","1116 _97","0",2,2000,"0",11,NA,200001,2.29293871594224,22,0.75,1,"1997",0.504109589041096,16.7479452054795,"1","1",5,2,2,1,2,6,7,7,6,6
"444","1116 _97","0",2,2011,"1",19,11.9527984409988,201102,3.43406462084326,6,1,NA,"1997",0.747945205479452,27.6260273972603,"1","1",5,2,2,1,2,6,7,7,6,6
"445","1119 _97","0",1,2003,"1",13,NA,200202,2.31253542384721,8,1,0,"1997",1.24931506849315,18.3753424657534,"0","1",5,5,3,2,3,5,7,6,3,5
"446","1119 _97","0",1,2008,"1",16,12.0564176781598,200802,3.0895140131612,38,1,1,"1997",0.336986301369863,23.8315068493151,"0","1",5,5,3,2,3,5,7,6,3,5
"447","1119 _97","0",1,2009,"1",17,11.2717324985847,200903,2.56973787419333,50,0.25,0,"1997",0.336986301369863,24.8315068493151,"0","1",5,5,3,2,3,5,7,6,3,5
"448","1119 _97","0",1,2017,"1",20,10.9147065731217,201702,3.48866476577584,40,1,1,"1997",1.16712328767123,32.4164383561644,"0","1",5,5,3,2,3,5,7,6,3,5
"449","1123 _97","0",3,2008,"1",15,11.7283674350974,200803,3.15273602236366,7,1,1,"1997",0.252054794520548,23.8739726027397,"1","1",1,5,4,2,2,5,6,6,7,5
"450","1123 _97","0",2,2010,"1",16,11.6644312214982,201001,2.9470880987276,33,0.75,1,"1997",3.33698630136986,24.3315068493151,"1","1",1,5,4,2,2,5,6,6,7,5
"451","1125 _97","1",1,2007,"1",12,10.4406678215848,200703,2.74060128575209,40,0.5,0,"1997",0.334246575342466,23.8328767123288,"0","1",4,5,7,1,1,4,7,5,3,7
"452","1125 _97","1",1,2008,"1",12,10.8923035762145,200802,2.70805020110221,40,0,0,"1997",0.915068493150685,24.5424657534247,"0","1",4,5,7,1,1,4,7,5,3,7
"453","1126 _97","1",1,2002,"1",15,NA,200202,NA,38,1,0,"1997",0.336986301369863,21.8315068493151,"0","1",3,4,3,1,5,6,7,5,6,6
"454","1127 _97","0",1,2015,"1",12,10.5420729451034,201501,2.81271047164564,35,0.5,NA,"1997",1.66301369863014,32.1684931506849,"0","1",3,4,3,3,1,3,7,3,3,7
"455","1128 _97","0",1,2006,"1",15,10.7768394676686,200602,2.55722731136763,35,1,0,"1997",0.923287671232877,21.5383561643836,"0","1",4,5,3,3,1,7,5,7,4,6
"456","1128 _97","0",2,2006,"1",15,10.7768394676686,200603,2.55722731136763,35,1,0,"1997",0.249315068493151,21.8753424657534,"0","1",4,5,3,3,1,7,5,7,4,6
"457","1140 _97","1",1,2005,"1",16,8.8722067560283,200501,2.8402473707136,40,0.5,0,"1997",0.252054794520548,20.8739726027397,"1","0",4,5,4,4,3,6,6,6,4,3
"458","1140 _97","1",1,2006,"1",16,9.72089735966273,200601,2.55722731136763,40,1,0,"1997",0.252054794520548,21.8739726027397,"1","0",4,5,4,4,3,6,6,6,4,3
"459","1140 _97","1",1,2013,"1",19,12.7225812107517,201302,3.92241680229216,50,0.75,0,"1997",1.41917808219178,28.2904109589041,"1","0",4,5,4,4,3,6,6,6,4,3
"460","1149 _97","0",1,2002,"1",13,NA,200203,2.0669893337406,7,0.5,0,"1997",0.419178082191781,18.7904109589041,"1","1",5,2,4,2,4,5,7,6,5,5
"461","1149 _97","0",2,2007,"1",18,10.0605340354754,200702,2.71071331852169,5,0.75,0,"1997",0.504109589041096,23.7479452054795,"1","1",5,2,4,2,4,5,7,6,5,5
"462","1150 _97","1",1,2017,"1",15,11.7214588050335,200302,3.15870110183213,40,0.75,0,"1997",3.0027397260274,31.4986301369863,"1","1",5,2,5,3,2,4,6,6,4,5
"463","1153 _97","0",1,2004,"1",12,11.5226797370012,200401,2.00148000021012,35,0.75,0,"1997",0.917808219178082,20.541095890411,"0","1",3,2,6,1,2,5,6,5,6,5
"464","1155 _97","1",1,2006,"1",14,NA,200601,3.08360119941013,40,0.75,1,"1997",0.753424657534247,23.6232876712329,"1","1",4,4,2,3,3,5,5,5,5,4
"465","1158 _97","1",1,2004,"1",16,NA,200403,2.77747675631256,40,0.75,1,"1997",0.334246575342466,22.8328767123288,"1","1",3,2,1,2,3,7,6,5,6,5
"466","1158 _97","1",1,2008,"1",16,11.3389838977779,200803,3.26575941076705,40,1,1,"1997",0.750684931506849,26.6246575342466,"1","1",3,2,1,2,3,7,6,5,6,5
"467","1158 _97","1",1,2017,"1",16,11.9565889689716,200803,3.33041719960111,50,1,1,"1997",2.16986301369863,34.9150684931507,"1","1",3,2,1,2,3,7,6,5,6,5
"468","1160 _97","0",1,2002,"1",14,11.4489307959183,200201,2.3070749982669,12,0.75,0,"1997",2,19,"1","1",7,4,3,3,3,7,7,5,7,4
"469","1161 _97","1",1,1999,"1",12,NA,199902,3.0487041583201,40,1,1,"1997",0.504109589041096,17.7479452054795,"1","1",1,1,1,1,5,7,7,5,2,7
"470","1162 _97","1",1,2001,"1",15,NA,199902,2.6264785474084,40,1,0,"1997",0.252054794520548,20.8739726027397,"1","1",5,3,4,3,4,5,7,6,5,7
"471","1162 _97","1",1,2002,"1",15,11.932234304899,199902,2.7127060126384,40,1,1,"1997",0.252054794520548,21.8739726027397,"1","1",5,3,4,3,4,5,7,6,5,7
"472","1162 _97","1",1,2003,"1",16,11.9741468933332,199902,2.72785282839839,40,0.75,1,"1997",0.671232876712329,22.6643835616438,"1","1",5,3,4,3,4,5,7,6,5,7
"473","1163 _97","1",1,2003,"1",14,10.0605340354754,200302,2.59151638484626,40,1,0,"1997",0.252054794520548,19.8739726027397,"1","1",2,3,6,2,1,6,6,6,5,6
"474","1163 _97","1",1,2004,"1",15,NA,200302,2.62466859216316,40,1,0,"1997",1.0027397260274,20.4986301369863,"1","1",2,3,6,2,1,6,6,6,5,6
"475","1163 _97","1",1,2007,"1",16,12.6963465623098,200302,2.62972823432674,40,0.75,0,"1997",0.915068493150685,23.5424657534247,"1","1",2,3,6,2,1,6,6,6,5,6
"476","1163 _97","1",2,2008,"1",17,12.7695334888992,200802,2.99773027621666,20,1,0,"1997",0.249315068493151,24.8753424657534,"1","1",2,3,6,2,1,6,6,6,5,6
"477","1164 _97","1",2,2004,"1",15,11.9647714881302,200401,2.57718192589717,40,0.75,0,"1997",0.336986301369863,21.8315068493151,"1","1",2,3,5,4,3,4,4,4,4,3
"478","1174 _97","1",1,2001,"1",12,NA,200103,2.31377228238461,8,0.75,0,"1997",0.580821917808219,18.7095890410959,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","1177 _97","0",1,2015,"1",18,9.7913261856478,201502,2.6490147325792,40,0.75,1,"1997",3.41917808219178,31.2904109589041,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","1177 _97","0",1,2017,"1",18,NA,201702,NA,0,0.75,1,"1997",0.832876712328767,34.5835616438356,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","1183 _97","1",2,2011,"1",12,11.3187458788229,201103,1.98441632127073,16,0.75,0,"1997",0.586301369863014,28.7068493150685,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","1197 _97","0",1,2017,"1",11,0,201701,1.47727700883176,42,1,NA,"1997",0.504109589041096,32.7479452054795,"1","1",NA,1,1,1,1,6,6,7,7,7
"483","1200 _97","0",2,2005,"1",12,10.7631021072167,200504,2.93353766996087,115,0.75,0,"1997",0.663013698630137,24.6684931506849,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","1200 _97","0",1,2009,"1",15,11.3778042377997,200504,2.87667843076416,84,0.5,0,"1997",2.41643835616438,27.7917808219178,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","1201 _97","1",1,2010,"1",10,NA,201003,0.214950076285682,84,1,0,"1997",1.16712328767123,26.4164383561644,"1","1",3,5,7,3,1,7,7,7,7,5
"486","1203 _97","0",1,2007,"1",10,NA,200702,1.12956170931204,42,0.5,0,"1997",0.419178082191781,25.7904109589041,"0","1",7,7,7,1,6,7,7,5,7,7
"487","1207 _97","1",1,2000,"1",12,NA,200002,2.07944154167984,20,1,0,"1997",0.419178082191781,17.7904109589041,"0","1",1,1,2,2,1,7,7,7,5,6
"488","1207 _97","1",1,2008,"1",14,10.1566169993406,200802,3.00552417601646,35,0.5,0,"1997",0.504109589041096,25.7479452054795,"0","1",1,1,2,2,1,7,7,7,5,6
"489","1210 _97","1",1,2003,"1",11,9.9735265433161,200302,2.31253542384721,40,0.5,0,"1997",0.252054794520548,19.8739726027397,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","1210 _97","1",2,2003,"1",11,9.9735265433161,200301,2.37490575457367,40,0.5,1,"1997",0.495890410958904,19.7520547945205,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","1214 _97","1",1,2010,"1",12,9.3735640530782,201001,0.331028876955147,16,1,0,"1997",20.2657534246575,17.8671232876712,"0","1",5,1,7,4,1,6,5,2,7,3
"492","1214 _97","1",1,2013,"1",12,10.6533458246801,200901,2.48408130928821,15,1,0,"1997",2.0027397260274,29.9986301369863,"0","1",5,1,7,4,1,6,5,2,7,3
"493","1214 _97","1",1,2017,"1",12,9.10360112853208,200901,NA,0,1,0,"1997",1.08219178082192,34.458904109589,"0","1",5,1,7,4,1,6,5,2,7,3
"494","1222 _97","1",1,2002,"1",11,9.83953552604361,200202,2.59488150299657,40,0.75,0,"1997",0.756164383561644,19.6219178082192,"0","1",7,7,1,5,2,5,6,7,4,7
"495","1224 _97","1",2,2003,"1",11,NA,200302,1.09058011697085,40,0.5,0,"1997",0.668493150684932,21.6657534246575,"0","1",NA,3,7,1,1,5,7,7,5,6
"496","1224 _97","1",1,2011,"1",12,NA,201102,2.37211115564266,40,1,NA,"1997",0.336986301369863,29.8315068493151,"0","1",NA,3,7,1,1,5,7,7,5,6
"497","1224 _97","1",1,2013,NA,12,9.79957043911635,201303,2.25102860607964,25,0.75,0,"1997",0.501369863013699,31.7493150684931,"0","1",NA,3,7,1,1,5,7,7,5,6
"498","1240 _97","1",2,2002,"1",13,11.9418792091473,200202,2.17917374807881,10,1,0,"1997",0.249315068493151,19.8753424657534,"1","1",6,1,1,1,3,6,7,6,6,7
"499","1242 _97","0",3,2017,"1",18,10.6713107581629,201710,2.55701023354437,45,0.25,0,"1997",3.75068493150685,31.1246575342466,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","1242 _97","0",6,2017,"1",18,10.6713107581629,201708,2.09248115518764,15,0.5,0,"1997",1.32876712328767,32.3356164383562,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","1243 _97","0",1,2000,"1",9,NA,200001,2.27726728500976,5,1,0,"1997",0.671232876712329,15.6643835616438,"1","1",4,3,2,1,2,6,6,6,6,6
"502","1243 _97","0",3,2003,"1",12,12.7219070046125,200303,2.63905732961526,5,0.5,0,"1997",0.504109589041096,18.7479452054795,"1","1",4,3,2,1,2,6,6,6,6,6
"503","1243 _97","0",2,2004,"1",13,12.2452981663642,200202,2.14915415409114,40,0.5,0,"1997",0.252054794520548,19.8739726027397,"1","1",4,3,2,1,2,6,6,6,6,6
"504","1243 _97","0",3,2004,"1",13,12.2452981663642,200303,2.62466859216316,5,1,0,"1997",0.252054794520548,19.8739726027397,"1","1",4,3,2,1,2,6,6,6,6,6
"505","1243 _97","0",1,2010,"1",19,10.0045990539045,201003,2.6447553507299,20,1,0,"1997",NA,NA,"1","1",4,3,2,1,2,6,6,6,6,6
"506","1245 _97","0",2,1997,"1",12,NA,9702,2.08908241871652,15,1,0,"1997",0.495890410958904,15.7520547945205,"1","1",4,4,3,3,4,5,6,6,6,5
"507","1246 _97","0",1,1997,"1",12,11.1630558833629,9703,0.0992116500709481,15,1,0,"1997",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","1248 _97","0",1,2007,"1",17,NA,200702,2.82594582301312,35,1,0,"1997",0.747945205479452,22.6260273972603,"1","1",2,2,5,1,7,6,6,6,7,6
"509","1249 _97","0",1,1997,"1",11,12.8137906331506,9701,2.10736065084457,12,0.75,1,"1997",0.747945205479452,15.6260273972603,"1","1",1,3,6,1,2,5,6,5,6,6
"510","1251 _97","1",1,2006,"0",18,11.0935921360916,200602,2.69730602190147,50,0.75,1,"1997",0.252054794520548,24.8739726027397,"1","1",5,2,2,5,3,7,6,6,4,5
"511","1253 _97","0",1,2007,"0",16,10.7660821054064,200701,2.83354270157678,52,1,1,"1997",0.747945205479452,22.6260273972603,"1","1",2,2,2,1,1,6,7,6,6,6
"512","1262 _97","1",1,2006,"1",12,10.0129471554449,200601,1.27600505222531,168,0,NA,"1997",2.58904109589041,20.7054794520548,"1","1",3,2,3,4,2,7,6,6,6,6
"513","1262 _97","1",2,2007,"1",12,10.0973464640228,200702,2.48960393358962,12,0.75,0,"1997",0.331506849315069,22.8342465753425,"1","1",3,2,3,4,2,7,6,6,6,6
"514","1267 _97","1",2,2002,"1",15,12.1792305995621,200202,2.51688969564105,40,1,0,"1997",0.334246575342466,20.8328767123288,"1","1",6,5,1,2,3,6,6,5,5,4
"515","1267 _97","1",3,2002,"1",15,12.1792305995621,200201,0.958583644064407,10,1,0,"1997",0.252054794520548,20.8739726027397,"1","1",6,5,1,2,3,6,6,5,5,4
"516","1267 _97","1",1,2003,"1",16,12.1547582982894,200202,2.55683963933331,24,0.75,1,"1997",0.419178082191781,21.7904109589041,"1","1",6,5,1,2,3,6,6,5,5,4
"517","1292 _97","0",2,2009,"1",19,12.7684554588603,200903,2.70805020110221,40,0.75,0,"1997",0.501369863013699,26.7493150684931,"1","1",5,4,3,5,4,7,6,5,7,6
"518","1296 _97","0",1,2005,"1",16,12.3172159088269,200501,2.53616994372554,8,0.75,0,"1997",0.249315068493151,21.8753424657534,"0","1",3,1,4,2,2,6,6,5,7,7
"519","1296 _97","0",1,2006,NA,17,11.470659198825,200602,3.94303705895732,50,1,1,"1997",0.334246575342466,22.8328767123288,"0","1",3,1,4,2,2,6,6,5,7,7
"520","1296 _97","0",1,2009,"1",19,12.1643888214081,200902,2.77727771172591,60,0.75,1,"1997",0.252054794520548,25.8739726027397,"0","1",3,1,4,2,2,6,6,5,7,7
"521","1296 _97","0",1,2017,"1",19,11.6959167974144,201701,3.31201638001091,50,0.75,0,"1997",0.665753424657534,33.6671232876712,"0","1",3,1,4,2,2,6,6,5,7,7
"522","1297 _97","1",1,1999,"1",12,11.1943854801319,199902,2.23559022416977,15,0.5,0,"1997",0.334246575342466,18.8328767123288,"1","1",5,3,3,1,2,4,5,7,5,5
"523","1298 _97","1",1,2002,"1",10,11.9233847480666,200201,0.480201454222182,40,1,0,"1997",0.665753424657534,20.6671232876712,"0","1",7,7,5,1,1,6,7,5,5,6
"524","1301 _97","1",1,2004,"1",12,12.1850583845022,200401,2.41947884446554,40,0.5,0,"1997",1.25479452054795,19.372602739726,"1","1",4,3,2,2,3,5,6,5,6,5
"525","1305 _97","1",3,2007,"1",20,11.4342176991985,200702,2.41612804105943,16,1,0,"1997",1.33424657534247,25.3328767123288,"1","1",6,5,1,2,2,7,7,6,5,5
"526","1307 _97","0",1,2009,"1",16,NA,200902,2.99493195338322,40,0.75,0,"1997",0.419178082191781,24.7904109589041,"1","1",1,5,6,1,1,5,7,6,6,3
"527","1308 _97","0",2,2007,"1",17,11.6780249020924,200702,2.73378292299782,12,1,0,"1997",0.586301369863014,23.7068493150685,"1","1",7,7,4,3,4,2,6,4,2,2
"528","1310 _97","1",9,1998,"1",10,10.9539780036548,9801,2.0772516456068,40,0.5,0,"1997",0.252054794520548,16.8739726027397,"1","1",5,3,6,1,4,4,6,7,3,6
"529","1310 _97","1",2,2005,"1",15,5.73979291217923,200502,NA,0,1,0,"1997",0.419178082191781,23.7904109589041,"1","1",5,3,6,1,4,4,6,7,3,6
"530","1311 _97","0",1,2000,"0",13,11.5880422138519,200002,2.99773027621666,37,1,0,"1997",0.753424657534247,19.6232876712329,"1","1",2,4,1,1,4,6,7,5,7,6
"531","1313 _97","0",1,2002,"0",13,12.791190752998,200202,2.40243042796376,10,0.5,0,"1997",0.915068493150685,18.5424657534247,"1","1",2,2,1,1,1,7,6,7,5,6
"532","1316 _97","0",1,2000,"0",11,NA,200002,2.53528285711307,20,0.5,0,"1997",0.586301369863014,16.7068493150685,"1","0",2,2,3,1,3,6,6,6,6,6
"533","1316 _97","0",1,2006,NA,16,11.9869895892367,200601,2.83702958235867,40,1,0,"1997",0.419178082191781,22.7904109589041,"1","0",2,2,3,1,3,6,6,6,6,6
"534","1317 _97","0",3,2001,"0",13,11.9571368147135,200102,2.34660197841082,20,0.75,1,"1997",0.328767123287671,18.8356164383562,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","1317 _97","0",1,2002,"0",13,11.5824608559335,200202,2.5592407868407,20,1,0,"1997",0.756164383561644,19.6219178082192,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","1318 _97","1",1,2011,"1",15,11.4155441418285,201102,3.10447904935588,40,1,1,"1997",0.832876712328767,25.5835616438356,"1","1",4,5,5,2,2,5,6,6,6,4
"537","1322 _97","0",1,2004,"0",16,7.15539630189673,200402,2.65841167717738,56,0.75,1,"1997",0.419178082191781,21.7904109589041,"1","1",5,3,5,2,3,5,6,6,5,5
"538","1324 _97","0",2,1998,"1",12,NA,9802,2.30662691382038,20,0.5,0,"1997",0.747945205479452,17.6260273972603,"0","1",5,3,3,1,2,5,6,5,7,6
"539","1325 _97","0",1,2002,"1",13,12.2177096719242,200201,2.27315628230323,15,1,0,"1997",0.671232876712329,19.6643835616438,"0","1",2,2,2,2,3,7,7,6,6,6
"540","1328 _97","0",1,1998,"1",12,NA,9802,2.57246718152011,33,1,0,"1997",1.25205479452055,17.3739726027397,"0","1",4,5,3,5,5,5,6,6,7,5
"541","1328 _97","0",1,2015,"1",12,NA,201501,2.84258109405982,40,0.5,NA,"1997",1.74794520547945,34.1260273972603,"0","1",4,5,3,5,5,5,6,6,7,5
"542","1338 _97","0",2,2003,"1",15,NA,200202,2.17475172148416,4,1,0,"1997",0.334246575342466,21.8328767123288,"1","1",3,1,4,1,5,6,7,4,3,7
"543","1338 _97","0",3,2007,"1",18,10.4406678215848,200703,3.58629286533884,6,0.5,1,"1997",0.413698630136986,25.7931506849315,"1","1",3,1,4,1,5,6,7,4,3,7
"544","1343 _97","1",1,2002,"1",13,10.4193305681139,200202,1.90336047247534,60,1,0,"1997",0.753424657534247,21.6232876712329,"1","1",4,1,6,1,7,3,7,4,1,7
"545","1343 _97","1",1,2010,"1",14,11.8537524914293,201001,2.79272217715941,NA,1,0,"1997",0.334246575342466,28.8328767123288,"1","1",4,1,6,1,7,3,7,4,1,7
"546","1345 _97","0",2,2001,"1",14,11.4563656954364,200103,2.39206009942165,20,1,0,"1997",1,20.5,"0","1",2,5,2,3,1,7,7,5,7,7
"547","1347 _97","0",1,2005,NA,13,NA,200502,2.81308266295627,40,0.5,0,"1997",0.668493150684932,21.6657534246575,"1","1",5,3,2,1,3,7,6,5,5,3
"548","1357 _97","0",1,2004,"1",14,10.4127419425606,200402,2.36085400111802,38,1,0,"1997",0.419178082191781,21.7904109589041,"0","1",5,4,6,4,3,5,6,3,7,4
"549","1357 _97","0",1,2007,"1",16,10.702367679393,200402,3.14695438358954,44,0.75,0,"1997",0.832876712328767,24.5835616438356,"0","1",5,4,6,4,3,5,6,3,7,4
"550","1357 _97","0",1,2015,"1",16,10.7243901015638,200402,2.91685680106301,50,1,0,"1997",1.41917808219178,32.2904109589041,"0","1",5,4,6,4,3,5,6,3,7,4
"551","1358 _97","0",1,2004,"1",13,10.4868477684853,200402,2.21833354054645,40,1,1,"1997",0.419178082191781,19.7904109589041,"0","1",1,2,3,2,2,6,5,6,5,5
"552","1358 _97","0",1,2017,"1",18,12.0350529810661,201702,3.56388296393925,40,0.75,0,"1997",0.750684931506849,32.6246575342466,"0","1",1,2,3,2,2,6,5,6,5,5
"553","1366 _97","1",1,2001,"1",14,11.3667545287992,200102,2.64486187914645,60,1,0,"1997",0.504109589041096,20.7479452054795,"0","1",5,5,1,1,1,7,7,7,5,5
"554","1373 _97","1",2,2005,"1",16,10.6853550656556,200502,2.53616994372554,16,0.75,0,"1997",1.16712328767123,21.4164383561644,"1","1",5,3,7,2,4,5,6,6,5,5
"555","1376 _97","1",2,2003,"1",15,10.7754752380534,200302,2.84781214347737,20,0,0,"1997",0.586301369863014,22.7068493150685,"1","1",4,4,6,2,1,3,6,5,4,5
"556","1379 _97","0",1,2013,"1",15,10.944664918551,201302,2.32922702394047,40,0.75,0,"1997",0.586301369863014,28.7068493150685,"1","1",NA,5,5,2,3,6,3,6,6,6
